OrderID,CustomerID,OrderDate,Category,Product,Quantity,UnitPrice,Discount,Revenue
O11300,C1199,2025-06-14,Furniture,Study Table,1,24135.64,0.15,20515.29
O11301,C1353,2025-08-22,Apparel,Sunglasses,3,1513.29,0.05,4312.88
O11302,C1355,2024-11-14,Furniture,Bed Frame,2,8517.62,0.05,16183.48
O11303,C1364,2025-08-22,Apparel,Sunglasses,7,4711.69,0,32981.83
O11304,C1343,2025-09-26,Apparel,Sunglasses,1,3387.25,0,3387.25
O11305,C1383,2025-03-02,Apparel,Backpack,10,5837.61,0.1,52538.49
O11306,C1001,2024-12-29,Apparel,Sunglasses,5,1201.78,0.1,5408.01
O11307,C1138,2025-10-30,Apparel,Sunglasses,3,5644.06,0.15,14392.35
O11308,C1320,2024-08-16,Electronics,Power Bank,3,2618.86,0,7856.58
O11309,C1186,2025-12-28,Apparel,Backpack,4,1466.4,0,5865.6
O11310,C1277,2025-01-07,Electronics,Power Bank,3,4693.38,0,14080.14
O11311,C1107,2025-07-12,Home & Kitchen,Vacuum Cleaner,4,7324.52,0,29298.08
O11312,C1020,2025-11-13,Home & Kitchen,Air Fryer,3,4687.57,0,14062.71
O11313,C1021,2025-08-06,Furniture,Bookshelf,2,19079.87,0,38159.74
O11314,C1120,2025-08-05,Apparel,Backpack,10,1845.78,0.15,15689.13
O11315,C1188,2025-12-20,Home & Kitchen,Water Purifier,3,8599.38,0,25798.14
O11316,C1260,2025-01-06,Stationery,Planner,3,508.16,0.15,1295.81
O11317,C1114,2024-09-04,Stationery,Planner,2,799.33,0.15,1358.86
O11318,C1327,2025-12-18,Electronics,Bluetooth Speaker,5,5143.0,0,25715.0
O11319,C1188,2025-09-24,Electronics,Wireless Earbuds,1,4761.99,0.15,4047.69
O11320,C1346,2025-08-02,Stationery,Desk Organiser,5,197.96,0.1,890.82
O11321,C1323,2025-10-05,Apparel,Jacket,4,1019.29,0.05,3873.3
O11322,C1311,2025-06-14,Furniture,Bed Frame,1,13328.91,0.05,12662.46
O11323,C1244,2025-05-29,Apparel,Backpack,3,1067.78,0.05,3043.17
O11324,C1387,2025-03-16,Apparel,Backpack,1,4836.9,0,4836.9
O11325,C1380,2025-08-03,Furniture,Study Table,1,25672.54,0.15,21821.66
O11326,C1052,2025-05-09,Furniture,Study Table,2,9084.33,0,18168.66
O11327,C1140,2025-09-16,Home & Kitchen,Air Fryer,1,10067.65,0.15,8557.5
O11328,C1309,2025-09-25,Apparel,Running Shoes,11,5506.63,0,60572.93
O11329,C1253,2025-09-20,Stationery,Pen Pack,3,1100.05,0.15,2805.13
O11330,C1015,2025-04-15,Home & Kitchen,Water Purifier,2,7064.93,0.1,12716.87
O11331,C1236,2025-09-27,Furniture,Study Table,4,4865.2,0.1,17514.72
O11332,C1021,2025-07-31,Furniture,Office Chair,1,15335.95,0,15335.95
O11333,C1368,2025-05-29,Apparel,Jacket,5,4820.92,0.05,22899.37
O11334,C1059,2025-07-31,Electronics,Smart Watch,7,7435.55,0,52048.85
O11335,C1074,2024-12-24,Electronics,Power Bank,3,3652.99,0.15,9315.12
O11336,C1370,2025-11-04,Electronics,Smart Watch,1,3500.72,0,3500.72
O11337,C1071,2025-11-04,Furniture,Bed Frame,2,24545.62,0.1,44182.12
O11338,C1124,2024-11-11,Stationery,Notebook Set,12,626.16,0.15,6386.83
O11339,C1262,2025-03-22,Apparel,Backpack,9,6047.38,0.15,46262.46
O11340,C1154,2025-08-09,Apparel,Jacket,1,4525.53,0.05,4299.25
O11341,C1402,2025-04-12,Furniture,Bed Frame,1,25361.56,0.05,24093.48
O11342,C1320,2025-01-20,Furniture,Bookshelf,3,15418.18,0,46254.54
O11343,C1164,2025-12-23,Furniture,Bookshelf,1,7919.84,0.1,7127.86
O11344,C1379,2025-12-29,Stationery,Pen Pack,2,866.9,0,1733.8
O11345,C1033,2025-05-02,Apparel,Backpack,2,2670.99,0.05,5074.88
O11346,C1330,2025-04-16,Stationery,Planner,1,429.93,0.05,408.43
O11347,C1264,2025-10-17,Home & Kitchen,Vacuum Cleaner,2,13575.13,0.1,24435.23
O11348,C1017,2025-10-01,Furniture,Study Table,5,18023.12,0.15,76598.26
O11349,C1285,2025-05-04,Stationery,Planner,3,352.37,0,1057.11
O11350,C1362,2024-03-05,Apparel,Sunglasses,2,3838.67,0,7677.34
O11351,C1034,2025-11-04,Home & Kitchen,Air Fryer,2,10832.31,0,21664.62
O11352,C1096,2025-04-27,Apparel,Backpack,7,3866.51,0.05,25712.29
O11353,C1321,2025-09-13,Electronics,Bluetooth Speaker,6,5754.39,0.1,31073.71
O11354,C1118,2025-09-08,Apparel,Running Shoes,3,4963.64,0,14890.92
O11355,C1390,2025-12-19,Home & Kitchen,Vacuum Cleaner,2,9946.5,0.1,17903.7
O11356,C1396,2025-10-17,Electronics,Wireless Earbuds,3,8269.52,0,24808.56
O11357,C1157,2025-12-18,Stationery,Pen Pack,4,928.16,0,3712.64
O11358,C1118,2025-06-27,Apparel,Running Shoes,3,5172.11,0.15,13188.88
O11359,C1301,2024-07-14,Home & Kitchen,Water Purifier,12,9390.47,0.15,95782.79
O11360,C1122,2024-08-22,Electronics,Smart Watch,12,8900.4,0,106804.8
O11361,C1374,2024-09-21,Stationery,Planner,3,259.12,0,777.36
O11362,C1366,2025-07-04,Apparel,Running Shoes,10,6089.8,0,60898.0
O11363,C1272,2025-03-25,Home & Kitchen,Water Purifier,2,7416.59,0.15,12608.2
O11364,C1358,2024-09-10,Apparel,Jacket,3,3184.23,0.05,9075.06
O11365,C1244,2025-06-13,Home & Kitchen,Mixer Grinder,7,2386.02,0,16702.14
O11366,C1218,2025-08-17,Apparel,Jacket,2,1687.29,0.15,2868.39
O11367,C1140,2025-07-24,Home & Kitchen,Mixer Grinder,1,2819.17,0.15,2396.29
O11368,C1279,2025-08-22,Furniture,Study Table,5,19811.21,0.05,94103.25
O11369,C1213,2025-05-03,Home & Kitchen,Mixer Grinder,4,4375.18,0.05,16625.68
O11370,C1232,2024-04-08,Home & Kitchen,Mixer Grinder,2,5977.92,0.1,10760.26
O11371,C1021,2025-02-21,Furniture,Bed Frame,2,8004.96,0,16009.92
O11372,C1015,2025-06-27,Furniture,Study Table,3,9790.04,0,29370.12
O11373,C1015,2025-07-14,Stationery,Planner,2,592.95,0,1185.9
O11374,C1134,2025-08-06,Home & Kitchen,Vacuum Cleaner,1,5474.51,0.15,4653.33
O11375,C1071,2025-12-12,Apparel,Jacket,2,5568.22,0.1,10022.8
O11376,C1010,2025-08-02,Stationery,Notebook Set,6,372.3,0,2233.8
O11377,C1088,2025-06-21,Apparel,Backpack,1,3252.82,0.15,2764.9
O11378,C1151,2024-11-09,Electronics,Power Bank,5,3889.87,0.05,18476.88
O11379,C1039,2025-05-04,Stationery,Pen Pack,4,1156.48,0.15,3932.03
O11380,C1309,2024-07-19,Stationery,Notebook Set,8,1185.15,0,9481.2
O11381,C1367,2025-10-10,Apparel,Backpack,3,5857.84,0.05,16694.84
O11382,C1059,2025-02-02,Stationery,Planner,10,1018.99,0,10189.9
O11383,C1308,2025-09-23,Electronics,Power Bank,3,8682.39,0,26047.17
O11384,C1190,2025-11-11,Electronics,Power Bank,2,6554.63,0,13109.26
O11385,C1258,2025-02-04,Apparel,Jacket,2,4723.53,0,9447.06
O11386,C1162,2025-07-04,Stationery,Pen Pack,9,1077.51,0,9697.59
O11387,C1126,2025-07-29,Apparel,Jacket,1,6070.79,0,6070.79
O11388,C1275,2025-07-29,Apparel,Sunglasses,3,6171.06,0.15,15736.2
O11389,C1301,2025-08-11,Furniture,Bookshelf,9,24170.35,0,217533.15
O11390,C1015,2025-07-17,Apparel,Running Shoes,2,2944.57,0.1,5300.23
O11391,C1172,2025-11-24,Stationery,Notebook Set,2,838.33,0,1676.66
O11392,C1419,2025-01-08,Stationery,Notebook Set,12,896.89,0,10762.68
O11393,C1158,2025-09-20,Electronics,Wireless Earbuds,5,2238.29,0.05,10631.88
O11394,C1369,2025-08-11,Furniture,Bookshelf,3,9872.0,0,29616.0
O11395,C1068,2025-09-25,Home & Kitchen,Water Purifier,11,7628.01,0.05,79712.7
O11396,C1174,2025-10-24,Furniture,Study Table,3,12482.81,0,37448.43
O11397,C1089,2024-09-19,Stationery,Planner,2,466.92,0.1,840.46
O11398,C1230,2025-09-08,Electronics,Bluetooth Speaker,9,6277.18,0.15,48020.43
O11399,C1149,2025-10-05,Furniture,Bookshelf,3,19718.45,0,59155.35
O11400,C1360,2025-01-18,Stationery,Planner,2,480.34,0,960.68
O11401,C1277,2024-01-13,Electronics,Wireless Earbuds,8,3207.77,0.05,24379.05
O11402,C1166,2025-07-21,Electronics,Power Bank,2,3464.59,0,6929.18
O11403,C1240,2025-03-17,Electronics,Smart Watch,1,4986.28,0,4986.28
O11404,C1162,2025-04-23,Stationery,Pen Pack,7,1190.41,0.05,7916.23
O11405,C1406,2025-12-06,Electronics,Smart Watch,6,6417.03,0.1,34651.96
O11406,C1193,2025-02-25,Stationery,Planner,3,505.35,0,1516.05
O11407,C1348,2025-08-28,Home & Kitchen,Water Purifier,8,3029.93,0,24239.44
O11408,C1264,2024-10-30,Electronics,Wireless Earbuds,4,3110.46,0,12441.84
O11409,C1190,2025-10-02,Apparel,Sunglasses,3,3847.59,0,11542.77
O11410,C1280,2025-07-27,Stationery,Desk Organiser,3,250.45,0,751.35
O11411,C1035,2025-04-17,Electronics,Wireless Earbuds,3,6000.42,0,18001.26
O11412,C1123,2025-12-03,Apparel,Backpack,2,4392.84,0,8785.68
O11413,C1347,2025-11-14,Electronics,Bluetooth Speaker,9,2869.4,0,25824.6
O11414,C1186,2025-06-29,Apparel,Running Shoes,3,5123.07,0,15369.21
O11415,C1210,2025-04-28,Apparel,Backpack,1,4709.5,0,4709.5
O11416,C1384,2025-02-06,Home & Kitchen,Mixer Grinder,10,6063.67,0.1,54573.03
O11417,C1074,2024-09-06,Electronics,Smart Watch,3,3864.1,0.1,10433.07
O11418,C1036,2024-07-01,Electronics,Smart Watch,12,8057.35,0.1,87019.38
O11419,C1302,2025-11-01,Electronics,Bluetooth Speaker,2,4013.6,0,8027.2
O11420,C1376,2025-12-12,Apparel,Sunglasses,3,2121.95,0.05,6047.56
O11421,C1325,2024-10-02,Stationery,Planner,4,849.22,0.15,2887.35
O11422,C1407,2025-09-13,Home & Kitchen,Vacuum Cleaner,3,6436.55,0,19309.65
O11423,C1283,2025-04-21,Furniture,Study Table,4,18372.65,0,73490.6
O11424,C1131,2025-12-25,Apparel,Running Shoes,12,1471.53,0,17658.36
O11425,C1391,2025-03-09,Electronics,Wireless Earbuds,1,3112.09,0.05,2956.49
O11426,C1010,2025-09-09,Electronics,Wireless Earbuds,10,2859.91,0,28599.1
O11427,C1361,2025-09-21,Furniture,Bookshelf,3,7335.55,0.1,19805.99
O11428,C1201,2025-07-08,Electronics,Bluetooth Speaker,3,3933.45,0,11800.35
O11429,C1204,2025-06-27,Furniture,Bed Frame,3,8086.49,0.1,21833.52
O11430,C1361,2025-02-11,Electronics,Power Bank,2,4005.01,0,8010.02
O11431,C1012,2025-02-07,Home & Kitchen,Water Purifier,2,5314.56,0.15,9034.75
O11432,C1367,2025-10-05,Stationery,Notebook Set,1,338.26,0.05,321.35
O11433,C1317,2025-01-18,Furniture,Office Chair,7,7923.18,0,55462.26
O11434,C1129,2025-04-30,Home & Kitchen,Air Fryer,2,9622.89,0,19245.78
O11435,C1159,2025-09-16,Stationery,Pen Pack,7,487.55,0.05,3242.21
O11436,C1261,2025-11-30,Apparel,Sunglasses,6,1594.3,0,9565.8
O11437,C1261,2025-05-10,Home & Kitchen,Mixer Grinder,6,5220.22,0.15,26623.12
O11438,C1150,2025-10-15,Furniture,Study Table,3,20540.74,0.05,58541.11
O11439,C1266,2025-09-09,Home & Kitchen,Vacuum Cleaner,3,5055.41,0.15,12891.3
O11440,C1159,2025-08-10,Home & Kitchen,Mixer Grinder,11,7238.91,0,79628.01
O11441,C1398,2025-06-19,Home & Kitchen,Mixer Grinder,1,7957.02,0,7957.02
O11442,C1247,2024-08-10,Stationery,Pen Pack,3,574.24,0.05,1636.58
O11443,C1141,2025-10-02,Home & Kitchen,Vacuum Cleaner,1,4810.24,0,4810.24
O11444,C1222,2025-10-20,Home & Kitchen,Water Purifier,1,10360.75,0,10360.75
O11445,C1103,2025-08-11,Stationery,Notebook Set,1,1050.7,0,1050.7
O11446,C1173,2025-02-22,Apparel,Sunglasses,12,2428.37,0,29140.44
O11447,C1217,2025-06-01,Stationery,Notebook Set,11,954.23,0.05,9971.7
O11448,C1355,2025-07-02,Apparel,Sunglasses,3,4206.97,0,12620.91
O11449,C1156,2025-10-25,Electronics,Bluetooth Speaker,11,7084.22,0.15,66237.46
O11450,C1396,2025-08-23,Home & Kitchen,Air Fryer,2,11021.87,0,22043.74
O11451,C1399,2025-09-08,Apparel,Running Shoes,1,3108.18,0,3108.18
O11452,C1141,2024-06-01,Furniture,Bed Frame,1,17312.91,0.1,15581.62
O11453,C1278,2025-11-13,Apparel,Backpack,1,2062.35,0,2062.35
O11454,C1062,2025-11-26,Apparel,Jacket,9,1471.32,0,13241.88
O11455,C1324,2025-08-17,Home & Kitchen,Water Purifier,8,9246.65,0.1,66575.88
O11456,C1108,2025-08-20,Home & Kitchen,Vacuum Cleaner,3,10347.23,0.1,27937.52
O11457,C1197,2025-12-21,Apparel,Backpack,8,6433.4,0.15,43747.12
O11458,C1222,2025-07-21,Apparel,Sunglasses,4,2145.95,0.05,8154.61
O11459,C1112,2025-11-24,Stationery,Notebook Set,4,1189.86,0.1,4283.5
O11460,C1257,2025-09-18,Furniture,Office Chair,2,21330.65,0.1,38395.17
O11461,C1040,2025-05-30,Home & Kitchen,Vacuum Cleaner,2,11721.22,0.05,22270.32
O11462,C1225,2025-08-01,Apparel,Backpack,3,4647.72,0.1,12548.84
O11463,C1223,2025-06-11,Stationery,Planner,4,272.06,0.1,979.42
O11464,C1085,2025-05-25,Stationery,Planner,11,650.87,0,7159.57
O11465,C1115,2024-11-03,Stationery,Planner,3,528.84,0,1586.52
O11466,C1033,2025-11-22,Furniture,Office Chair,5,10500.85,0,52504.25
O11467,C1067,2025-09-12,Stationery,Desk Organiser,8,1190.19,0,9521.52
O11468,C1176,2024-09-06,Furniture,Office Chair,3,6827.91,0.05,19459.54
O11469,C1361,2025-04-22,Electronics,Wireless Earbuds,2,2555.69,0.05,4855.81
O11470,C1380,2025-10-15,Stationery,Pen Pack,2,295.51,0.05,561.47
O11471,C1266,2025-07-20,Home & Kitchen,Vacuum Cleaner,2,5772.12,0,11544.24
O11472,C1150,2025-08-08,Stationery,Notebook Set,3,1001.81,0.1,2704.89
O11473,C1317,2025-09-07,Furniture,Study Table,3,18298.9,0.15,46662.19
O11474,C1357,2024-12-27,Stationery,Notebook Set,7,1028.12,0.1,6477.16
O11475,C1001,2024-07-20,Electronics,Wireless Earbuds,9,5646.84,0.15,43198.33
O11476,C1224,2025-04-09,Home & Kitchen,Air Fryer,3,5093.66,0.15,12988.83
O11477,C1157,2025-07-20,Furniture,Study Table,9,10718.04,0.15,81993.01
O11478,C1414,2025-06-14,Apparel,Backpack,1,4630.08,0,4630.08
O11479,C1372,2025-07-05,Apparel,Jacket,10,6397.96,0,63979.6
O11480,C1145,2024-04-13,Home & Kitchen,Air Fryer,2,5092.0,0,10184.0
O11481,C1336,2025-07-02,Furniture,Bookshelf,11,11648.14,0.1,115316.59
O11482,C1000,2025-03-15,Apparel,Backpack,3,1956.08,0.15,4988.0
O11483,C1117,2025-11-01,Electronics,Wireless Earbuds,5,5305.85,0.1,23876.33
O11484,C1147,2025-08-20,Apparel,Running Shoes,8,3791.95,0.1,27302.04
O11485,C1228,2025-01-25,Electronics,Power Bank,1,9321.72,0,9321.72
O11486,C1050,2025-05-15,Home & Kitchen,Air Fryer,4,12570.24,0.1,45252.86
O11487,C1368,2024-12-07,Furniture,Bed Frame,8,17559.52,0,140476.16
O11488,C1259,2025-09-08,Stationery,Pen Pack,1,332.78,0,332.78
O11489,C1028,2024-09-18,Electronics,Wireless Earbuds,1,3856.19,0,3856.19
O11490,C1317,2025-03-17,Apparel,Running Shoes,3,6198.84,0.1,16736.87
O11491,C1284,2025-04-22,Home & Kitchen,Vacuum Cleaner,3,4117.51,0.05,11734.9
O11492,C1386,2025-01-18,Electronics,Smart Watch,5,5407.62,0,27038.1
O11493,C1037,2024-11-10,Home & Kitchen,Vacuum Cleaner,2,2487.97,0.15,4229.55
O11494,C1419,2025-02-06,Furniture,Study Table,11,21720.33,0,238923.63
O11495,C1352,2025-08-17,Home & Kitchen,Mixer Grinder,11,7239.46,0,79634.06
O11496,C1110,2025-03-24,Home & Kitchen,Vacuum Cleaner,2,6580.61,0.15,11187.04
O11497,C1119,2025-04-26,Stationery,Desk Organiser,4,459.42,0,1837.68
O11498,C1061,2025-07-15,Electronics,Smart Watch,4,8484.61,0.05,32241.52
O11499,C1294,2024-10-18,Electronics,Bluetooth Speaker,6,4651.01,0,27906.06
O11500,C1140,2024-10-06,Stationery,Pen Pack,3,457.19,0.1,1234.41
O11501,C1248,2025-05-26,Apparel,Jacket,2,2016.05,0,4032.1
O11502,C1172,2025-11-27,Apparel,Sunglasses,2,5451.69,0.1,9813.04
O11503,C1410,2025-02-22,Apparel,Running Shoes,2,1250.18,0.05,2375.34
O11504,C1197,2025-04-27,Home & Kitchen,Air Fryer,8,12121.32,0.15,82424.98
O11505,C1082,2025-11-24,Apparel,Backpack,2,6475.28,0.1,11655.5
O11506,C1076,2025-07-23,Home & Kitchen,Water Purifier,3,5445.54,0,16336.62
O11507,C1111,2025-09-30,Apparel,Jacket,3,3728.9,0,11186.7
O11508,C1238,2025-12-29,Furniture,Office Chair,3,11716.06,0,35148.18
O11509,C1001,2025-07-17,Apparel,Sunglasses,4,4203.33,0.05,15972.65
O11510,C1042,2025-05-30,Home & Kitchen,Air Fryer,2,5843.78,0,11687.56
O11511,C1324,2024-08-23,Home & Kitchen,Mixer Grinder,4,4766.47,0.05,18112.59
O11512,C1125,2025-11-13,Electronics,Bluetooth Speaker,2,2613.9,0,5227.8
O11513,C1044,2024-09-14,Apparel,Backpack,2,1927.35,0.15,3276.49
O11514,C1375,2025-01-15,Electronics,Wireless Earbuds,2,2256.67,0.1,4062.01
O11515,C1200,2025-10-27,Home & Kitchen,Mixer Grinder,4,13464.83,0.15,45780.42
O11516,C1072,2025-03-18,Furniture,Bookshelf,1,24462.98,0,24462.98
O11517,C1276,2025-09-24,Stationery,Desk Organiser,3,949.14,0,2847.42
O11518,C1316,2025-05-14,Electronics,Wireless Earbuds,2,7227.08,0.15,12286.04
O11519,C1017,2025-11-21,Electronics,Wireless Earbuds,1,8818.23,0.05,8377.32
O11520,C1021,2024-09-13,Apparel,Jacket,3,5611.07,0,16833.21
O11521,C1329,2025-01-12,Apparel,Sunglasses,1,2304.71,0,2304.71
O11522,C1300,2025-08-31,Apparel,Jacket,4,3214.79,0.05,12216.2
O11523,C1059,2025-06-15,Apparel,Running Shoes,11,5894.28,0,64837.08
O11524,C1215,2024-04-16,Home & Kitchen,Mixer Grinder,3,8891.53,0,26674.59
O11525,C1307,2025-09-19,Home & Kitchen,Mixer Grinder,3,11109.84,0,33329.52
O11526,C1247,2025-09-03,Stationery,Desk Organiser,2,1168.39,0.05,2219.94
O11527,C1336,2025-11-10,Home & Kitchen,Vacuum Cleaner,12,4325.55,0,51906.6
O11528,C1357,2024-10-01,Stationery,Pen Pack,7,949.71,0,6647.97
O11529,C1021,2025-02-20,Furniture,Office Chair,1,9648.3,0.05,9165.88
O11530,C1100,2025-12-15,Furniture,Bookshelf,5,7194.83,0,35974.15
O11531,C1387,2025-09-28,Electronics,Smart Watch,2,7013.43,0,14026.86
O11532,C1282,2025-12-21,Electronics,Smart Watch,12,9033.89,0.15,92145.68
O11533,C1337,2024-12-10,Stationery,Planner,2,549.86,0.15,934.76
O11534,C1002,2025-07-07,Home & Kitchen,Air Fryer,5,12737.65,0,63688.25
O11535,C1145,2024-04-06,Home & Kitchen,Mixer Grinder,2,11022.44,0,22044.88
O11536,C1142,2025-03-18,Home & Kitchen,Water Purifier,1,9337.55,0.1,8403.8
O11537,C1291,2025-06-07,Stationery,Pen Pack,1,416.47,0,416.47
O11538,C1162,2025-08-13,Furniture,Office Chair,7,20065.25,0,140456.75
O11539,C1211,2025-09-05,Apparel,Jacket,1,3655.38,0,3655.38
O11540,C1025,2025-09-21,Home & Kitchen,Vacuum Cleaner,11,12708.0,0,139788.0
O11541,C1014,2025-07-01,Apparel,Sunglasses,1,977.01,0,977.01
O11542,C1298,2024-07-12,Stationery,Planner,5,209.45,0,1047.25
O11543,C1186,2025-10-22,Home & Kitchen,Vacuum Cleaner,2,12690.35,0.15,21573.6
O11544,C1091,2025-01-21,Electronics,Smart Watch,2,3982.34,0,7964.68
O11545,C1071,2025-11-01,Home & Kitchen,Mixer Grinder,3,8999.07,0.15,22947.63
O11546,C1413,2024-08-24,Home & Kitchen,Water Purifier,7,10970.26,0,76791.82
O11547,C1345,2025-12-21,Furniture,Study Table,2,13948.34,0,27896.68
O11548,C1315,2025-12-13,Stationery,Planner,2,992.81,0,1985.62
O11549,C1060,2024-09-30,Furniture,Study Table,12,11474.35,0,137692.2
O11550,C1287,2025-11-03,Stationery,Desk Organiser,8,1190.18,0,9521.44
O11551,C1418,2025-02-05,Home & Kitchen,Air Fryer,1,4530.15,0,4530.15
O11552,C1333,2025-01-06,Apparel,Running Shoes,2,4156.03,0.15,7065.25
O11553,C1037,2024-10-28,Electronics,Wireless Earbuds,2,8402.33,0,16804.66
O11554,C1358,2024-12-19,Stationery,Notebook Set,1,495.81,0.15,421.44
O11555,C1125,2024-05-05,Home & Kitchen,Mixer Grinder,2,9483.97,0.05,18019.54
O11556,C1166,2025-05-22,Apparel,Backpack,3,4584.51,0,13753.53
O11557,C1280,2025-09-23,Stationery,Desk Organiser,2,196.96,0,393.92
O11558,C1153,2025-10-19,Stationery,Planner,2,706.15,0.1,1271.07
O11559,C1263,2025-07-11,Stationery,Desk Organiser,9,630.67,0,5676.03
O11560,C1367,2025-02-22,Apparel,Backpack,2,5367.97,0,10735.94
O11561,C1115,2025-10-05,Electronics,Power Bank,1,5821.74,0,5821.74
O11562,C1246,2025-12-22,Apparel,Sunglasses,2,5494.52,0,10989.04
O11563,C1131,2025-02-26,Stationery,Desk Organiser,6,387.77,0,2326.62
O11564,C1396,2024-11-11,Electronics,Smart Watch,1,3669.2,0.1,3302.28
O11565,C1363,2025-07-05,Apparel,Running Shoes,2,1754.89,0,3509.78
O11566,C1204,2025-07-04,Home & Kitchen,Air Fryer,5,5404.41,0.05,25670.95
O11567,C1168,2024-07-11,Electronics,Wireless Earbuds,4,9200.95,0,36803.8
O11568,C1029,2025-02-13,Furniture,Study Table,1,8951.73,0,8951.73
O11569,C1070,2025-07-18,Stationery,Desk Organiser,11,448.46,0,4933.06
O11570,C1239,2024-11-12,Home & Kitchen,Water Purifier,2,13119.25,0.1,23614.65
O11571,C1062,2024-03-01,Stationery,Notebook Set,10,356.37,0.05,3385.51
O11572,C1133,2024-12-19,Apparel,Sunglasses,3,3380.72,0.1,9127.94
O11573,C1001,2024-11-24,Electronics,Smart Watch,3,5382.34,0.15,13724.97
O11574,C1199,2025-05-16,Electronics,Smart Watch,3,1817.93,0.1,4908.41
O11575,C1202,2024-10-20,Home & Kitchen,Air Fryer,5,10583.53,0,52917.65
O11576,C1178,2025-10-26,Furniture,Bed Frame,2,23491.55,0.05,44633.94
O11577,C1389,2025-02-13,Home & Kitchen,Mixer Grinder,2,5146.34,0.05,9778.05
O11578,C1282,2025-03-03,Apparel,Running Shoes,7,5504.68,0,38532.76
O11579,C1226,2025-07-22,Apparel,Sunglasses,1,3665.88,0.15,3116.0
O11580,C1295,2025-04-22,Furniture,Bookshelf,6,7329.75,0.05,41779.57
O11581,C1400,2024-12-03,Stationery,Pen Pack,7,752.39,0.1,4740.06
O11582,C1038,2025-09-20,Furniture,Bed Frame,2,21561.01,0,43122.02
O11583,C1395,2025-12-07,Electronics,Smart Watch,6,2885.49,0.05,16447.29
O11584,C1048,2025-05-04,Electronics,Smart Watch,10,8928.62,0.15,75893.27
O11585,C1277,2024-02-06,Furniture,Bed Frame,3,21563.77,0.1,58222.18
O11586,C1339,2025-09-02,Home & Kitchen,Mixer Grinder,2,6859.73,0,13719.46
O11587,C1127,2025-09-13,Home & Kitchen,Mixer Grinder,3,13577.79,0,40733.37
O11588,C1121,2025-10-29,Home & Kitchen,Mixer Grinder,9,5026.75,0.05,42978.71
O11589,C1339,2025-06-21,Home & Kitchen,Water Purifier,2,5342.6,0,10685.2
O11590,C1026,2025-09-13,Electronics,Power Bank,4,1837.34,0,7349.36
O11591,C1245,2025-04-19,Stationery,Desk Organiser,3,987.16,0,2961.48
O11592,C1268,2024-04-30,Furniture,Study Table,3,8403.67,0,25211.01
O11593,C1199,2024-12-11,Stationery,Pen Pack,3,359.66,0.05,1025.03
O11594,C1347,2025-12-14,Stationery,Desk Organiser,5,620.02,0,3100.1
O11595,C1354,2025-03-20,Furniture,Bookshelf,2,10086.98,0,20173.96
O11596,C1241,2025-03-10,Electronics,Power Bank,1,3710.66,0,3710.66
O11597,C1017,2025-09-06,Apparel,Backpack,4,3278.46,0.15,11146.76
O11598,C1361,2025-04-05,Home & Kitchen,Air Fryer,1,6760.43,0.1,6084.39
O11599,C1313,2024-07-14,Home & Kitchen,Water Purifier,4,5431.02,0,21724.08
O11600,C1379,2025-12-28,Furniture,Bed Frame,1,13962.96,0.1,12566.66
O11601,C1185,2025-03-29,Stationery,Pen Pack,3,793.8,0.1,2143.26
O11602,C1111,2025-08-08,Stationery,Desk Organiser,2,983.47,0.15,1671.9
O11603,C1195,2025-10-13,Apparel,Sunglasses,3,3726.35,0.05,10620.1
O11604,C1128,2025-04-08,Stationery,Pen Pack,2,557.24,0,1114.48
O11605,C1363,2025-04-12,Furniture,Office Chair,11,21029.29,0,231322.19
O11606,C1112,2025-02-10,Apparel,Sunglasses,8,4340.68,0,34725.44
O11607,C1155,2025-01-31,Apparel,Sunglasses,10,4895.54,0,48955.4
O11608,C1143,2025-01-30,Apparel,Jacket,6,5140.63,0,30843.78
O11609,C1007,2025-04-04,Apparel,Jacket,1,6458.35,0,6458.35
O11610,C1294,2025-09-08,Home & Kitchen,Vacuum Cleaner,6,10154.99,0.05,57883.44
O11611,C1164,2025-06-07,Electronics,Bluetooth Speaker,3,1915.81,0.15,4885.32
O11612,C1113,2024-03-10,Electronics,Wireless Earbuds,2,3226.04,0.15,5484.27
O11613,C1142,2025-02-13,Apparel,Sunglasses,3,5070.5,0.1,13690.35
O11614,C1351,2025-11-28,Home & Kitchen,Vacuum Cleaner,4,5062.66,0,20250.64
O11615,C1277,2024-12-24,Home & Kitchen,Vacuum Cleaner,6,5675.59,0,34053.54
O11616,C1050,2025-11-02,Stationery,Desk Organiser,1,358.06,0,358.06
O11617,C1032,2025-11-07,Furniture,Bookshelf,9,9686.08,0.1,78457.25
O11618,C1249,2025-08-30,Furniture,Study Table,3,11796.84,0,35390.52
O11619,C1307,2025-08-27,Electronics,Power Bank,2,3299.05,0,6598.1
O11620,C1043,2025-09-29,Home & Kitchen,Air Fryer,2,5753.3,0,11506.6
O11621,C1075,2025-09-12,Electronics,Smart Watch,10,6451.26,0.05,61286.97
O11622,C1263,2025-06-03,Furniture,Office Chair,8,8083.38,0.1,58200.34
O11623,C1001,2024-12-21,Furniture,Office Chair,5,14375.43,0,71877.15
O11624,C1229,2025-12-24,Home & Kitchen,Vacuum Cleaner,3,13648.84,0,40946.52
O11625,C1176,2024-12-09,Electronics,Bluetooth Speaker,1,8352.68,0,8352.68
